row_id,order_id,order_date,order_priority,order_quantity,sales,ship_mode,profit,unit_price,customer_name,province,region,customer_segment,product_category,product_sub_category,product_name,product_container
331,2277,1/1/11,Not Specified,10,66.54,Regular Air,-46.03,5.98,Don Miller,Nunavut,Nunavut,Home Office,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack
332,2277,1/1/11,Not Specified,21,845.32,Regular Air,33.67,40.99,Don Miller,Nunavut,Nunavut,Home Office,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box
362,2532,10/10/11,High,39,282.07,Regular Air,140.01,7.31,Alan Barnes,Nunavut,Nunavut,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box
363,2532,10/10/11,High,24,426.037,Regular Air,-78.96,20.99,Alan Barnes,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag
381,2631,23/9/10,Low,27,1078.49,Regular Air,252.66,40.96,Jack Garza,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Small Pack
406,2757,19/7/11,Critical,39,3554.46,Delivery Truck,-1766.01,95.95,Julia West,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum
413,2791,9/10/09,High,47,191.67,Regular Air,-236.27,3.89,Eugene Barchas,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box
414,2791,9/10/09,High,49,5586.33,Delivery Truck,80.44,120.98,Eugene Barchas,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum
415,2791,9/10/09,High,18,507.64,Regular Air,118.94,30.98,Eugene Barchas,Nunavut,Nunavut,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box
440,2976,9/12/10,Not Specified,30,14223.82,Delivery Truck,3424.22,500.98,Edward Hooks,Nunavut,Nunavut,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum
471,3232,8/10/12,Critical,5,42.66,Regular Air,-11.83,7.84,Brad Eason,Nunavut,Nunavut,Small Business,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box
513,3524,2/5/12,High,21,427.32,Regular Air,52.35,18.97,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box
577,3908,8/3/10,Medium,8,820.284,Regular Air,-180.2,115.99,Dorothy Wardle,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,6160,Small Box
606,4132,28/5/11,Not Specified,5,14.76,Regular Air,1.32,2.88,Aaron Bergman,Nunavut,Nunavut,Corporate,Office Supplies,Labels,Avery 49,Small Box
656,4612,19/9/10,Medium,9,89.55,Regular Air,-375.64,4.48,Jim Radford,Nunavut,Nunavut,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box
669,4676,31/8/11,High,11,1210.0515,Regular Air,-104.25,125.99,Annie Cyprus,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box
670,4676,31/8/11,High,50,187.83,Regular Air,85.96,3.75,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Labels,Avery 510,Small Box
671,4676,31/8/11,High,3,49.59,Express Air,-8.38,12.28,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 1881,Small Box
672,4676,31/8/11,High,30,4253.009,Regular Air,1115.69,155.99,Annie Cyprus,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,LX 788,Small Box
734,5284,8/7/11,Not Specified,7,59.38,Regular Air,-3.05,8.69,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box
735,5316,30/1/09,Critical,42,1285.37,Regular Air,514.07,31.78,Clay Rozendal,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack
755,5409,8/1/12,Low,11,48.91,Regular Air,-7.04,3.98,Don Jones,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag
769,5506,7/11/10,Critical,22,129.62,Regular Air,4.41,5.88,Beth Thompson,Nunavut,Nunavut,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag
782,5569,29/4/10,Not Specified,12,118.97,Regular Air,-0.06,9.65,Frank Price,Nunavut,Nunavut,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box
786,5607,31/12/11,Not Specified,8,61.8715,Regular Air,-50.33,7.99,Michelle Lonsdale,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box
817,5894,12/8/09,High,7,384.33,Regular Air,87.68,58.1,Ann Chong,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box
818,5894,12/8/09,High,3,239.03,Regular Air,-68.22,80.48,Ann Chong,Nunavut,Nunavut,Corporate,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Small Box
821,5925,12/11/11,Low,44,3922.42,Regular Air,-354.9,92.23,Joy Bell,Nunavut,Nunavut,Home Office,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box
822,5925,12/11/11,Low,25,1733.3625,Regular Air,-267.01,85.99,Joy Bell,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Accessory4,Wrap Bag
839,6016,20/1/12,High,19,208.28,Regular Air,3.63,11.48,Skye Norling,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box
853,6116,20/3/09,Medium,6,9620.82,Regular Air,-1759.58,1637.53,Barry Weirich,Nunavut,Nunavut,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box
863,6182,21/7/12,Low,40,255.48,Regular Air,-116.79,6.48,Grant Carroll,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Xerox 1966,Small Box
864,6182,21/7/12,Low,18,130.32,Express Air,-67.28,6.48,Grant Carroll,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Xerox 213,Small Box
911,6535,12/6/12,Critical,11,312.36,Express Air,-19.33,28.15,Adrian Hane,Nunavut,Nunavut,Corporate,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack
950,6884,15/1/09,Low,41,217.0,Regular Air,-61.21,4.98,Skye Norling,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box
951,6884,15/1/09,Low,47,296.13,Regular Air,119.09,6.35,Skye Norling,Nunavut,Nunavut,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag
956,6916,4/6/10,Low,40,436.17,Express Air,-141.27,10.9,Andrew Gjertsen,Nunavut,Nunavut,Consumer,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box
963,6980,18/2/10,Not Specified,18,136.29,Regular Air,-77.28,7.3,Ralph Knight,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box
964,6982,16/11/11,Not Specified,32,1311.25,Express Air,407.44,39.48,Dorothy Wardle,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack
965,6982,16/11/11,Not Specified,5,544.41,Delivery Truck,-338.27,100.98,Dorothy Wardle,Nunavut,Nunavut,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box
966,6982,16/11/11,Not Specified,41,844.09,Regular Air,52.56,19.98,Dorothy Wardle,Nunavut,Nunavut,Corporate,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box
988,7110,7/8/11,Low,22,6396.2,Regular Air,1902.24,276.2,Grant Carroll,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box
1017,7430,8/6/10,Medium,50,751.77,Regular Air,353.2,15.67,Barry Weirich,Nunavut,Nunavut,Corporate,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box
1073,7906,17/10/09,Medium,37,1003.06,Regular Air,271.78,25.98,Beth Paige,Nunavut,Nunavut,Consumer,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box
1154,8391,28/8/11,High,4,1266.72,Delivery Truck,-268.36,300.98,Sylvia Foulston,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum
1156,8419,29/9/11,Critical,19,368.04,Express Air,70.39,19.98,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 1936,Small Box
1157,8419,29/9/11,Critical,24,152.6,Regular Air,-86.62,6.48,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 214,Small Box
1205,8833,4/5/12,Low,40,3338.98,Regular Air,-846.73,80.98,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box
1226,8995,17/5/11,High,5,24.16,Express Air,8.05,1.88,Beth Paige,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box
1227,8995,17/5/11,High,41,270.84,Express Air,-78.02,6.48,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1904,Small Box
1228,8995,17/5/11,High,35,3389.93,Express Air,737.94,102.3,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box
1229,8995,17/5/11,High,42,266.36,Regular Air,-191.28,6.48,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 217,Small Box
1230,8995,17/5/11,High,46,89.41,Regular Air,-21.49,1.89,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag
1258,9126,17/11/09,Medium,47,2799.7,Regular Air,884.08,62.05,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box
1259,9127,10/10/11,Not Specified,7,2039.56,Express Air,-329.49,279.48,Bryan Davis,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box
1299,9509,7/10/12,Not Specified,36,12175.82,Delivery Truck,2825.15,320.98,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum
1300,9509,7/10/12,Not Specified,5,101.21,Express Air,2.13,18.97,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1887,Small Box
1301,9509,7/10/12,Not Specified,32,1585.64,Regular Air,707.15,48.91,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1891,Small Box
1337,9763,13/8/11,Medium,44,176.26,Regular Air,75.13,4.13,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 506,Small Box
1370,9927,16/8/11,High,32,4655.07,Delivery Truck,-270.63,140.98,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box
1371,9927,16/8/11,High,44,10087.6,Regular Air,3387.35,218.08,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box
1372,9927,16/8/11,High,34,1608.08,Express Air,-82.16,50.98,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box
1380,10022,4/3/09,Low,1,12.18,Regular Air,-3.88,10.14,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag
1445,10437,18/8/09,Critical,50,820.52,Regular Air,-191.22,15.99,Don Jones,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box
1457,10499,16/11/10,Not Specified,29,6250.936,Delivery Truck,31.21,262.11,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box
1462,10535,27/5/11,Low,25,854.88,Regular Air,-44.14,33.98,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box
1463,10535,27/5/11,Low,46,80.27,Regular Air,-0.79,1.76,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag
1495,10789,23/8/10,Not Specified,15,308.54,Express Air,76.42,19.84,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag
1496,10791,19/8/11,Not Specified,20,400.57,Regular Air,93.36,19.98,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box
1513,10945,3/1/12,Medium,14,1170.025,Regular Air,4.22,95.99,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,600 Series Flip,Small Box
1544,11137,29/11/12,High,48,5188.86,Regular Air,395.12,111.03,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box
1551,11202,17/3/12,Medium,8,339.81,Regular Air,79.59,43.41,Barry Weirich,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box
1589,11456,12/4/10,Low,15,1519.9,Regular Air,399.37,105.34,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box
1590,11460,24/8/10,High,30,102.24,Regular Air,37.79,3.69,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 487,Small Box
1594,11495,4/7/11,High,6,965.69,Delivery Truck,-144.2,146.34,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box
1654,11911,10/11/10,Critical,25,397.84,Regular Air,-14.75,15.22,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Small Box
1655,11941,24/6/10,Critical,4,73.07,Regular Air,-41.01,15.7,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box
1656,11941,24/6/10,Critical,26,4679.1,Delivery Truck,111.52,179.29,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box
1675,12096,19/9/12,Medium,46,8009.5925,Regular Air,2332.4,200.99,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,5125,Small Box
1676,12096,19/9/12,Medium,23,4689.66,Regular Air,2176.19,194.3,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box
1710,12289,24/12/11,Low,25,3019.41,Regular Air,1269.05,120.97,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box
1718,12352,23/3/12,Medium,5,36.86,Regular Air,-32.82,5.81,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box
1727,12419,15/10/11,Critical,12,22079.47,Regular Air,5322.14,1938.02,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box
1745,12485,7/8/10,Critical,24,5407.31,Delivery Truck,1068.48,226.67,Eugene Barchas,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum
1751,12544,3/3/09,Low,34,74.3,Regular Air,-129.01,2.08,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box
1770,12704,9/2/10,Low,44,21506.77,Regular Air,1260.51,499.99,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box
1771,12704,9/2/10,Low,28,669.02,Delivery Truck,-1274.02,20.98,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum
1781,12771,17/1/09,Critical,40,1143.49,Regular Air,-193.44,30.53,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box
1782,12771,17/1/09,Critical,46,78.08,Regular Air,-43.1,1.68,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag
1806,12929,30/8/10,Critical,19,5297.47,Delivery Truck,-158.93,270.98,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum
1807,12929,30/8/10,Critical,20,95.3,Regular Air,29.68,4.48,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag
1842,13280,11/9/09,High,40,460.68,Regular Air,-116.76,10.9,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box
1843,13280,11/9/09,High,49,318.7585,Regular Air,-160.95,7.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box
1848,13313,16/7/09,Not Specified,47,1020.61,Regular Air,-209.61,21.66,Skye Norling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box
1855,13346,15/11/12,Low,44,268.34,Regular Air,-240.83,6.48,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 224,Small Box
1913,13702,10/9/11,Low,6,209.0,Regular Air,12.32,35.44,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1906,Small Box
1928,13795,10/4/11,Not Specified,30,501.32,Regular Air,-119.08,15.99,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box
1929,13795,10/4/11,Not Specified,23,275.16,Express Air,43.35,11.34,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box
1930,13795,10/4/11,Not Specified,37,1302.99,Regular Air,545.49,35.44,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1932,Small Box
1978,14116,9/10/11,High,1,40.1,Regular Air,-16.07,30.98,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box
1979,14116,9/10/11,High,42,1414.05,Regular Air,161.48,34.54,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box
2013,14372,23/10/12,Critical,34,5350.61,Delivery Truck,-1059.2,170.98,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",Jumbo Box
2058,14726,8/1/12,Low,15,310.87,Regular Air,-21.48,20.95,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box
2070,14819,25/1/10,Not Specified,48,9062.73,Regular Air,3122.78,207.48,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box
